age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,health,absences,G1,G2,G3,sex_F,sex_M,address_R,address_U,schoolsup_no,schoolsup_yes,famsup_no,famsup_yes,paid_no,paid_yes,activities_no,activities_yes,higher_no,higher_yes,internet_no,internet_yes,romantic_no,romantic_yes
17,3,2,1,2,0,4,3,2,2,0,6.0,6.5,7.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
18,3,3,1,4,0,5,3,3,1,4,7.0,7.0,7.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
17,3,2,1,2,0,4,3,3,2,0,7.0,7.0,8.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,4,4,1,2,0,4,3,3,2,0,6.0,6.0,6.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
18,3,4,1,2,0,4,3,3,5,6,8.0,8.0,8.5,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
17,2,2,1,2,0,3,3,1,4,18,5.0,6.0,7.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
18,2,3,1,3,0,4,3,3,3,0,5.5,6.0,7.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,3,2,1,3,0,5,4,3,1,4,7.0,8.0,8.5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
18,4,3,1,3,0,5,3,2,4,4,7.5,7.0,8.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
18,4,3,1,3,0,5,4,5,5,0,7.0,6.5,7.0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
17,4,3,1,3,0,4,4,3,4,0,5.5,6.0,6.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
17,2,1,2,2,0,4,3,4,1,10,6.0,7.5,7.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
17,2,1,1,2,0,4,3,5,4,4,6.0,8.0,8.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
19,2,3,2,1,1,2,2,3,5,16,5.0,5.5,5.5,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
17,3,1,1,1,1,4,1,2,3,6,5.0,6.5,6.5,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
21,4,4,1,3,2,3,3,2,5,0,4.5,6.0,6.0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
18,2,2,1,2,0,4,4,4,3,11,4.5,5.5,6.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
18,3,4,1,2,0,4,3,5,2,9,6.5,7.0,7.5,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
17,2,2,1,2,0,4,3,4,4,0,6.5,8.5,8.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
17,4,4,1,3,0,4,4,2,4,2,6.0,7.5,7.5,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,4,2,1,2,0,4,2,2,3,0,7.0,8.5,8.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
21,1,1,2,2,2,5,3,3,4,21,4.5,5.0,5.0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
20,1,1,2,3,0,3,2,2,3,8,5.5,7.5,7.5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
19,4,4,1,1,1,3,2,5,5,5,4.5,5.0,5.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
17,3,2,1,2,0,4,4,4,5,10,8.0,9.0,9.0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,3,2,1,3,0,4,3,4,2,5,7.0,8.5,8.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
18,2,3,1,1,0,3,1,3,4,13,6.5,7.0,7.0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
19,2,1,1,1,0,5,3,4,4,10,3.5,5.5,5.5,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
18,2,2,2,2,0,4,1,4,4,10,7.0,8.5,8.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
20,1,0,2,1,1,5,3,1,5,5,4.0,5.0,5.0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1
18,3,2,1,2,0,3,1,2,1,4,5.0,6.5,6.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
16,1,3,2,1,0,4,3,3,5,11,5.0,5.5,5.5,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
16,2,2,2,2,0,4,4,4,5,0,6.0,6.0,6.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
15,1,1,1,1,1,4,1,3,2,6,5.0,5.0,5.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
15,3,3,2,1,0,5,4,4,5,4,5.0,5.0,5.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,2,3,2,2,0,4,5,2,5,0,8.0,8.5,8.5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
15,2,1,2,1,0,1,3,4,1,0,3.0,4.0,4.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
16,4,4,1,2,0,5,3,2,2,5,5.0,5.5,5.5,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
16,1,2,1,3,0,4,4,3,5,0,5.0,5.5,5.5,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0
17,3,2,1,2,1,4,5,4,5,0,5.0,5.0,5.0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
17,1,1,1,1,1,5,4,4,5,0,3.0,3.0,3.5,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
15,4,4,2,1,0,1,5,1,5,0,6.5,7.0,7.0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
16,2,2,2,4,0,1,2,1,1,4,5.0,4.5,5.5,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
15,1,1,2,2,0,5,4,3,4,0,5.0,5.0,5.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
15,1,1,2,1,1,4,4,3,2,4,3.0,3.5,4.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
16,0,2,2,1,0,3,2,3,2,0,6.0,5.5,6.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
17,2,3,2,1,0,5,5,5,3,2,5.0,5.5,6.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
15,3,3,2,1,0,4,1,3,4,0,7.0,8.0,8.0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
16,1,1,2,2,0,5,4,5,3,0,3.5,0.0,0.0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
17,1,1,1,2,0,4,4,3,5,4,4.0,4.5,4.5,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0
15,4,1,1,2,0,5,3,4,2,0,6.0,6.5,7.0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
15,4,1,1,2,0,5,3,4,2,7,3.5,4.5,4.0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,3,4,3,2,0,3,4,5,5,4,4.5,5.0,5.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
15,1,1,4,2,0,5,4,5,4,8,3.5,4.5,4.5,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
15,3,3,1,2,0,5,3,3,5,0,5.5,5.5,5.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
17,2,1,3,1,0,5,5,5,3,8,4.0,5.0,4.5,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
16,4,4,2,3,0,4,2,2,4,6,8.0,8.0,8.5,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
15,1,2,2,1,0,5,1,2,1,3,5.5,6.5,6.5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
16,2,3,3,2,0,4,5,4,1,2,7.5,7.5,7.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,1,2,2,2,0,4,3,3,5,0,5.0,5.5,5.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
16,2,2,3,2,0,4,4,5,4,4,4.5,5.0,5.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,1,2,1,3,1,1,3,2,4,0,5.0,4.0,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
16,1,2,1,3,1,1,3,2,4,3,4.5,4.0,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
15,2,1,1,2,0,4,4,2,2,0,4.5,5.0,4.5,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
16,1,1,1,2,0,5,4,3,2,0,6.5,7.0,7.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
17,1,2,1,1,0,5,5,5,3,4,5.0,5.5,5.5,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,1,1,4,4,0,4,3,2,1,0,6.5,5.0,6.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,1,1,4,3,0,4,4,3,5,2,5.0,4.5,5.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
15,1,1,2,2,0,4,3,3,2,1,5.5,5.0,5.5,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,1,1,2,1,0,4,2,2,2,0,6.5,6.0,7.0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
15,1,1,3,2,0,4,2,1,2,0,6.5,7.0,7.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
15,2,2,1,3,0,4,4,3,5,2,7.0,5.5,6.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
16,1,1,2,1,0,3,4,4,5,6,5.5,5.5,5.5,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
18,1,2,1,2,1,3,4,4,5,9,4.5,4.0,4.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
15,3,1,2,1,0,3,2,3,4,0,5.0,4.5,5.5,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
16,2,2,3,2,0,5,3,4,2,1,7.0,6.5,7.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
15,2,2,3,1,0,4,3,3,4,1,6.5,6.0,6.5,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
16,4,4,1,2,0,4,3,1,3,0,6.5,6.0,6.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
15,3,3,1,2,0,4,5,4,1,4,6.5,6.0,6.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
16,2,2,2,2,1,4,4,4,5,2,6.0,5.5,6.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
16,2,2,3,1,0,4,3,2,4,0,7.0,7.0,8.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
16,2,1,2,1,0,2,4,3,4,4,5.0,4.0,5.0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
15,1,3,3,1,0,4,2,4,3,2,5.0,5.5,5.5,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
15,2,2,2,3,0,5,3,2,4,0,6.0,6.5,7.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
16,2,1,1,1,0,5,4,3,5,2,5.0,4.0,4.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
15,3,3,2,1,0,4,3,3,3,11,6.0,5.0,5.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,1,1,2,2,3,3,4,3,1,0,3.5,3.5,4.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
17,2,2,1,1,0,4,5,3,5,4,4.5,4.5,5.0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0
19,2,3,1,1,1,4,4,4,2,0,4.5,4.5,5.0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
17,2,1,3,1,0,5,5,3,3,2,4.5,5.0,5.5,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
15,1,1,2,1,0,5,2,1,4,0,4.5,5.0,4.5,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
16,2,2,3,2,0,3,4,5,1,1,4.5,5.0,5.5,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
16,2,2,1,1,0,4,3,4,1,6,3.5,3.5,4.0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
17,2,2,2,2,0,4,3,5,4,0,5.5,5.0,5.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,2,2,1,1,1,4,4,3,3,1,4.5,5.0,5.0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
18,3,2,2,3,2,3,3,2,2,6,3.5,4.5,5.0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
19,1,1,1,3,1,5,3,1,3,6,3.5,4.5,4.5,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
18,1,1,2,1,1,4,4,3,4,0,4.0,4.5,5.0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
18,1,1,2,1,1,3,2,3,2,4,4.5,5.5,5.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
19,1,1,2,2,1,1,1,4,1,12,3.5,4.0,4.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
16,2,2,1,2,0,3,3,2,3,2,4.0,5.0,5.0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
17,0,1,2,1,0,2,4,4,5,5,4.5,4.5,5.0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
16,1,2,1,2,0,4,4,5,3,0,4.0,4.5,4.5,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
16,3,3,1,1,0,4,5,4,4,0,7.0,6.5,6.5,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
16,1,1,1,1,0,4,4,4,4,2,7.0,7.0,7.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
17,3,3,2,4,1,5,4,5,5,0,5.0,5.5,5.0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
16,2,1,1,2,0,5,3,3,1,0,7.0,6.5,7.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,2,2,1,1,0,4,2,5,5,0,8.5,8.0,8.0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
17,1,2,1,1,1,5,3,5,1,12,3.0,3.5,3.5,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
16,4,3,1,1,0,4,2,5,5,8,7.0,6.0,6.5,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
17,2,2,3,4,1,1,3,5,3,2,5.0,4.0,4.5,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
16,1,1,1,4,0,2,2,1,5,0,7.0,7.0,7.0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
19,2,2,1,3,0,5,4,5,1,0,6.0,6.5,6.5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
17,1,1,2,1,0,4,4,5,5,0,5.5,5.5,5.5,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
20,3,3,2,2,1,3,3,4,3,8,5.5,4.5,5.0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
17,1,1,1,3,0,4,3,3,3,0,5.5,5.5,5.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
17,2,2,3,1,1,4,4,5,5,0,5.0,4.5,4.5,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,1,1,3,2,0,5,3,2,1,0,8.0,8.5,9.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
17,2,2,2,2,0,5,3,2,1,0,7.5,8.5,8.5,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
17,1,0,2,2,0,4,4,5,4,1,5.5,4.5,5.0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
18,1,1,1,2,1,4,3,2,5,9,3.5,3.5,3.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
16,3,1,1,1,0,3,1,3,1,0,4.0,3.0,4.0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
16,3,2,1,1,0,3,1,3,3,2,3.5,3.0,3.5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
18,1,1,2,2,0,2,3,5,3,8,4.5,4.0,5.0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0
16,4,4,1,2,0,4,3,3,2,0,7.0,8.0,8.0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
16,1,2,2,1,0,5,4,5,2,0,7.0,7.0,7.5,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
18,2,4,1,2,1,2,3,2,1,8,4.0,2.5,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,2,1,2,2,0,5,2,1,2,0,4.0,3.5,0.0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
16,1,1,3,2,0,4,3,2,5,6,3.0,4.0,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,2,3,2,2,0,3,3,3,2,0,4.0,5.0,5.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
16,4,4,1,2,0,4,3,4,3,4,4.0,4.0,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
18,4,4,1,4,0,5,5,5,5,2,2.5,3.0,3.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
16,3,4,3,2,0,4,2,1,2,2,3.5,4.5,4.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
17,4,4,1,3,0,4,4,3,5,0,7.5,7.0,8.0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
17,4,1,1,1,0,4,2,3,5,1,6.5,7.0,7.0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
16,2,2,4,3,0,5,1,3,3,0,5.0,4.5,5.0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
17,2,2,1,1,0,5,1,3,5,5,4.5,4.5,4.5,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
16,4,4,2,1,0,5,1,3,5,1,5.5,5.5,5.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
17,3,3,1,1,0,4,1,4,3,8,3.5,5.0,4.5,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
17,1,1,3,2,0,5,1,3,1,0,5.0,5.0,5.0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
16,2,1,2,2,0,4,2,2,5,2,4.5,3.5,4.0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
16,2,1,1,2,0,3,2,2,3,0,7.0,7.5,8.0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
16,4,4,1,1,0,4,1,2,5,0,5.5,6.0,6.0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
15,1,2,3,2,0,5,5,5,5,11,4.5,5.5,5.0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
15,2,2,3,4,0,5,4,5,5,8,6.5,7.0,7.0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
15,2,1,1,1,0,4,3,3,5,11,6.0,6.5,6.0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
16,2,2,1,3,0,4,3,3,5,2,5.5,5.5,5.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
16,4,1,2,2,0,1,2,4,1,8,4.5,5.0,5.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
17,3,2,2,1,0,4,3,3,1,5,4.5,5.5,5.5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
17,2,2,2,2,0,5,1,3,5,0,5.5,4.5,5.5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
16,4,4,2,3,0,5,3,5,5,1,5.0,5.5,6.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
17,4,4,3,1,3,3,3,3,5,2,4.5,4.5,4.0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
17,1,3,2,1,0,5,1,2,5,2,6.0,5.5,6.0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
17,3,4,1,2,1,5,4,4,5,8,4.0,4.5,4.0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
17,4,4,1,2,0,5,2,5,5,0,6.5,7.5,8.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
16,4,1,1,1,0,4,1,2,2,0,5.0,5.5,5.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
17,1,1,1,2,0,4,5,5,3,2,5.5,5.0,5.5,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
17,4,2,2,2,0,4,3,3,5,0,8.5,9.0,9.0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
16,2,2,2,2,0,4,1,2,5,0,6.0,6.5,6.5,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
17,3,2,2,2,0,4,1,2,1,0,6.5,7.0,6.5,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
19,1,1,1,2,2,4,4,3,4,2,4.5,4.5,5.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
17,1,0,1,1,0,4,1,2,5,4,5.5,5.5,6.0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1
17,1,1,2,1,0,3,5,5,4,3,5.0,5.5,5.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
16,1,2,1,3,0,4,3,4,3,5,6.5,7.0,6.5,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
16,1,2,1,1,0,4,4,4,5,4,4.5,5.0,5.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
17,3,1,2,2,3,5,4,4,5,2,3.5,4.5,5.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
17,2,2,2,1,0,5,5,5,5,0,4.0,6.5,5.0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
18,1,0,3,1,1,4,3,2,4,0,6.0,6.0,6.5,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
17,1,1,2,1,0,4,5,5,2,0,5.0,4.5,5.0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
18,1,1,2,2,0,4,3,3,5,6,5.0,4.5,5.0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
16,2,2,1,2,0,5,4,3,1,0,5.5,6.5,6.0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
17,2,2,1,1,1,1,2,1,5,0,3.5,0.0,0.0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1
16,3,2,2,1,0,4,5,5,5,2,5.5,4.5,5.0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
16,1,1,2,1,0,4,5,5,5,0,5.0,5.0,4.5,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
18,1,1,2,1,1,5,3,3,5,2,4.5,3.5,4.5,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
18,3,2,1,1,1,2,3,1,5,0,2.0,0.0,0.0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
19,3,2,2,1,3,3,2,1,3,4,3.0,5.5,4.5,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0
18,3,3,1,2,2,4,4,5,3,9,2.0,4.0,4.0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
16,2,2,2,1,0,5,4,3,4,6,3.5,4.0,4.0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
19,2,1,2,1,3,4,4,3,5,4,4.0,4.5,4.5,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
16,3,2,2,2,2,2,5,5,1,8,2.5,2.5,3.5,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
17,1,1,1,1,0,4,3,2,5,9,3.5,4.5,5.0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
20,1,1,2,1,1,4,4,3,4,12,4.0,5.5,5.0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
18,4,3,1,1,0,5,4,4,2,8,5.0,5.5,5.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,3,2,2,1,0,2,5,5,5,8,4.5,5.0,5.5,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
19,1,1,3,2,1,5,4,4,2,8,5.0,4.5,5.5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
17,3,3,2,2,1,4,5,4,3,4,4.0,4.5,5.0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,1,3,1,1,0,4,3,3,3,0,4.5,5.0,4.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1
19,1,1,3,1,1,4,4,4,5,4,4.0,4.5,5.0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
18,1,2,2,2,2,4,3,3,5,2,3.0,4.0,4.0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
19,1,1,1,1,0,1,4,4,5,0,3.0,4.0,3.5,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0
18,2,2,2,1,1,5,5,5,3,0,4.0,3.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
17,0,0,2,1,0,4,4,3,5,0,5.0,5.5,5.5,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0
17,3,1,2,3,0,4,2,3,3,5,4.0,3.5,4.0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0
17,4,2,1,2,0,5,5,5,5,0,4.0,4.0,0.0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
18,2,2,1,2,1,2,3,3,4,3,3.5,3.0,4.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
17,4,1,1,1,0,3,2,2,5,0,4.0,5.0,4.5,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
