age,sex,address,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3
16,F,U,4,4,2,1,0,no,yes,no,no,yes,no,no,5,1,3,5,1,5.5,5.5,5.5
17,M,U,3,3,1,1,0,no,yes,no,yes,yes,yes,no,4,1,4,3,8,3.5,5,4.5
17,M,U,1,1,3,2,0,no,no,no,no,yes,yes,yes,5,1,3,1,0,5,5,5
16,M,U,2,1,2,2,0,no,no,no,no,yes,yes,yes,4,2,2,5,2,4.5,3.5,4
16,F,U,2,1,1,2,0,no,no,no,no,yes,yes,yes,3,2,2,3,0,7,7.5,8
16,M,U,4,4,1,1,0,no,yes,no,no,yes,yes,no,4,1,2,5,0,5.5,6,6
15,M,R,1,2,3,2,0,no,yes,no,yes,yes,no,no,5,5,5,5,11,4.5,5.5,5
15,M,U,2,2,3,4,0,no,yes,no,yes,yes,no,no,5,4,5,5,8,6.5,7,7
15,M,U,2,1,1,1,0,no,no,no,yes,yes,yes,no,4,3,3,5,11,6,6.5,6
16,F,R,2,2,1,3,0,no,yes,no,no,yes,no,yes,4,3,3,5,2,5.5,5.5,5.5
16,F,U,4,1,2,2,0,no,yes,no,yes,yes,yes,no,1,2,4,1,8,4.5,5,5
17,F,U,3,2,2,1,0,no,no,no,no,yes,no,yes,4,3,3,1,5,4.5,5.5,5.5
17,F,R,2,2,2,2,0,yes,no,yes,no,yes,no,no,5,1,3,5,0,5.5,4.5,5.5
16,F,U,4,4,2,3,0,no,yes,no,no,yes,yes,yes,5,3,5,5,1,5,5.5,6
17,M,R,4,4,3,1,3,no,no,no,yes,yes,yes,yes,3,3,3,5,2,4.5,4.5,4
17,M,R,1,3,2,1,0,no,no,no,yes,yes,no,yes,5,1,2,5,2,6,5.5,6
17,M,U,3,4,1,2,1,no,yes,no,yes,yes,yes,yes,5,4,4,5,8,4,4.5,4
17,F,U,4,4,1,2,0,no,yes,no,no,yes,yes,no,5,2,5,5,0,6.5,7.5,8
16,M,R,4,1,1,1,0,no,no,no,no,yes,yes,no,4,1,2,2,0,5,5.5,5.5
17,F,U,1,1,1,2,0,no,no,no,yes,yes,yes,yes,4,5,5,3,2,5.5,5,5.5
17,F,R,4,2,2,2,0,yes,yes,no,no,yes,yes,no,4,3,3,5,0,8.5,9,9
16,M,U,2,2,2,2,0,no,yes,no,no,yes,yes,yes,4,1,2,5,0,6,6.5,6.5
17,M,U,3,2,2,2,0,no,yes,yes,no,yes,yes,no,4,1,2,1,0,6.5,7,6.5
19,M,U,1,1,1,2,2,no,yes,no,yes,no,yes,no,4,4,3,4,2,4.5,4.5,5
17,M,U,1,0,1,1,0,no,no,no,no,yes,no,yes,4,1,2,5,4,5.5,5.5,6
17,F,R,1,1,2,1,0,no,yes,no,yes,no,yes,yes,3,5,5,4,3,5,5.5,5
16,F,R,1,2,1,3,0,yes,yes,no,no,yes,yes,yes,4,3,4,3,5,6.5,7,6.5
16,M,R,1,2,1,1,0,no,no,no,no,yes,no,no,4,4,4,5,4,4.5,5,5.5
17,F,R,3,1,2,2,3,no,yes,no,yes,yes,yes,yes,5,4,4,5,2,3.5,4.5,5
17,M,R,2,2,2,1,0,no,no,no,yes,no,no,yes,5,5,5,5,0,4,6.5,5
18,M,R,1,0,3,1,1,yes,yes,no,no,yes,no,no,4,3,2,4,0,6,6,6.5
17,M,R,1,1,2,1,0,no,yes,no,yes,yes,yes,yes,4,5,5,2,0,5,4.5,5
18,M,U,1,1,2,2,0,no,yes,no,yes,yes,no,no,4,3,3,5,6,5,4.5,5
16,F,R,2,2,1,2,0,no,no,no,yes,yes,no,yes,5,4,3,1,0,5.5,6.5,6
17,M,U,2,2,1,1,1,no,no,no,yes,yes,no,yes,1,2,1,5,0,3.5,0,0
16,M,R,3,2,2,1,0,no,no,no,no,yes,yes,no,4,5,5,5,2,5.5,4.5,5
16,M,R,1,1,2,1,0,no,no,no,yes,yes,yes,no,4,5,5,5,0,5,5,4.5
18,M,R,1,1,2,1,1,no,yes,no,no,no,yes,yes,5,3,3,5,2,4.5,3.5,4.5
18,M,R,3,2,1,1,1,no,no,no,no,no,yes,no,2,3,1,5,0,2,0,0
19,M,U,3,2,2,1,3,no,no,no,yes,yes,no,no,3,2,1,3,4,3,5.5,4.5
18,M,U,3,3,1,2,2,no,yes,no,yes,no,yes,no,4,4,5,3,9,2,4,4
16,M,R,2,2,2,1,0,no,yes,no,yes,yes,yes,yes,5,4,3,4,6,3.5,4,4
19,M,U,2,1,2,1,3,no,no,no,yes,no,yes,yes,4,4,3,5,4,4,4.5,4.5
16,F,U,3,2,2,2,2,no,yes,no,yes,yes,no,yes,2,5,5,1,8,2.5,2.5,3.5
17,F,U,1,1,1,1,0,no,yes,no,yes,yes,no,no,4,3,2,5,9,3.5,4.5,5
20,M,R,1,1,2,1,1,no,yes,no,no,no,yes,yes,4,4,3,4,12,4,5.5,5
18,F,R,4,3,1,1,0,no,yes,no,no,yes,yes,no,5,4,4,2,8,5,5.5,5
18,M,R,3,2,2,1,0,no,yes,no,no,yes,yes,no,2,5,5,5,8,4.5,5,5.5
19,M,R,1,1,3,2,1,no,no,no,no,yes,yes,no,5,4,4,2,8,5,4.5,5.5
17,M,U,3,3,2,2,1,no,yes,no,no,yes,yes,no,4,5,4,3,4,4,4.5,5
18,M,U,1,3,1,1,0,no,no,no,no,no,yes,yes,4,3,3,3,0,4.5,5,4.5
19,M,R,1,1,3,1,1,no,yes,no,no,yes,yes,no,4,4,4,5,4,4,4.5,5
18,F,U,1,2,2,2,2,no,yes,no,no,yes,no,no,4,3,3,5,2,3,4,4
19,F,U,1,1,1,1,0,no,yes,no,no,no,no,no,1,4,4,5,0,3,4,3.5
18,F,R,2,2,2,1,1,no,no,no,no,no,yes,yes,5,5,5,3,0,4,3,0
17,F,R,0,0,2,1,0,no,yes,no,no,yes,yes,no,4,4,3,5,0,5,5.5,5.5
17,F,R,3,1,2,3,0,no,yes,yes,no,no,no,no,4,2,3,3,5,4,3.5,4
17,F,U,4,2,1,2,0,yes,yes,no,yes,yes,yes,no,5,5,5,5,0,4,4,0
18,F,R,2,2,1,2,1,no,yes,no,yes,yes,yes,no,2,3,3,4,3,3.5,3,4
17,F,U,4,1,1,1,0,no,yes,no,no,yes,no,yes,3,2,2,5,0,4,5,4.5
17,F,U,1,2,1,1,0,no,no,no,no,yes,yes,no,5,5,1,3,0,3.5,5,5
18,F,U,1,1,3,2,2,no,no,no,yes,yes,no,yes,3,4,4,5,3,3.5,4,3.5
18,F,U,2,2,2,2,0,no,no,no,yes,yes,yes,no,4,3,5,1,2,6,6.5,7
17,F,U,3,3,2,1,0,no,yes,no,no,yes,yes,no,4,4,3,4,0,5.5,6,6.5
18,F,U,1,2,2,2,0,no,no,no,no,yes,yes,no,4,4,3,4,0,6,6.5,7
18,F,U,4,4,2,2,0,no,no,no,yes,yes,yes,no,4,3,5,1,0,9,9,9
18,M,U,4,4,1,1,0,no,yes,no,yes,yes,yes,no,5,4,5,5,3,8.5,8.5,8.5
17,F,U,4,2,2,2,0,no,yes,no,no,yes,yes,no,4,3,3,4,0,8.5,9,9
18,F,R,2,2,3,2,1,no,no,no,yes,yes,no,yes,4,3,3,4,0,4.5,0,0
18,M,U,1,2,2,1,0,no,yes,no,no,yes,no,no,4,1,4,1,8,5,5.5,5.5
18,M,R,4,4,3,1,0,no,yes,yes,yes,yes,yes,yes,2,5,5,1,5,6,6.5,7
17,M,R,1,1,3,1,0,no,no,no,no,no,no,no,4,2,3,4,4,6,6.5,7
18,F,U,2,2,2,2,0,no,yes,no,no,yes,yes,yes,1,3,1,2,4,4,4,5
18,F,U,2,2,2,3,0,no,no,no,no,yes,yes,yes,5,4,5,3,0,5.5,6,6.5
18,F,R,4,2,1,2,0,no,no,no,yes,yes,yes,yes,5,3,1,5,0,2.5,0,0
18,F,U,1,1,3,2,1,no,no,no,no,no,no,no,4,4,2,2,2,4.5,5,5
19,F,U,1,1,2,1,1,no,no,no,no,no,no,no,5,5,5,2,0,2.5,0,0
17,F,U,4,2,2,4,0,no,no,no,no,yes,yes,yes,4,2,3,5,0,9,9,9
17,F,R,2,1,2,2,0,no,no,no,yes,yes,yes,yes,5,3,3,2,5,5.5,5.5,6
18,F,U,1,1,1,2,0,no,no,no,no,yes,no,yes,5,2,3,3,2,4,5,5.5
18,F,U,1,2,2,2,0,no,yes,no,no,no,no,no,4,1,1,4,0,5.5,5.5,6
19,F,R,1,1,2,2,3,no,yes,no,yes,no,no,yes,3,5,4,1,0,4,0,0
18,F,R,2,2,2,3,0,no,no,no,no,yes,yes,yes,4,2,1,4,5,7,7,7.5
17,M,R,4,3,2,2,1,no,yes,yes,yes,yes,yes,yes,4,5,5,2,4,5,5.5,5.5
18,F,U,3,3,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,5,0,5,5,5
17,F,R,4,4,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,5,2,6,6,6
17,F,U,3,2,2,2,0,no,no,no,no,yes,no,yes,1,2,3,5,0,7.5,7,7.5
18,M,U,1,1,2,1,0,no,no,no,no,yes,yes,yes,3,3,2,3,2,7,6.5,7
18,F,U,1,1,2,3,0,no,no,no,no,yes,yes,no,5,3,2,4,0,9.5,8.5,9
18,F,R,1,2,3,2,0,no,no,no,no,yes,no,yes,4,3,4,5,0,8,7.5,7.5
18,F,U,3,3,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,3,6,6.5,6,6.5
17,F,U,4,4,1,2,0,no,yes,no,yes,yes,yes,yes,2,3,4,1,4,7.5,7,7.5
17,F,R,1,2,2,2,0,no,no,no,no,yes,no,no,3,2,2,3,0,6.5,6.5,6.5
18,M,R,1,3,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,3,0,4,5,4.5
18,M,U,4,4,2,3,0,no,no,no,no,yes,yes,yes,4,2,2,5,0,7.5,8,8
17,F,R,1,1,3,1,1,no,yes,no,no,yes,yes,yes,5,2,1,1,0,4,4,4.5
18,F,U,2,3,2,1,0,no,yes,no,no,yes,yes,yes,5,2,3,4,0,5,5,5
18,F,R,4,4,3,2,0,no,yes,no,no,yes,yes,yes,3,2,2,5,0,3.5,2.5,0
18,M,R,1,2,3,1,0,no,yes,no,yes,no,yes,yes,4,3,3,3,3,4.5,5,5
17,F,U,2,2,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,3,8,5,5.5,6
17,F,R,1,2,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,4,3.5,4,4.5
18,F,R,4,4,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,0,7.5,8.5,8.5
18,F,R,1,1,4,3,0,no,no,no,no,yes,yes,no,4,3,2,4,4,5,5.5,6
19,F,R,1,1,2,2,1,no,yes,no,no,yes,yes,yes,4,3,3,3,4,3.5,4,4.5
18,F,R,4,4,1,2,0,no,no,no,yes,yes,yes,no,5,4,3,2,1,6.5,7,7
18,F,U,3,3,1,2,0,no,no,no,no,yes,yes,yes,4,1,3,1,1,8,8,8
17,F,R,3,1,1,2,0,no,yes,no,yes,yes,yes,no,4,5,4,1,10,4,4.5,4.5
18,M,U,4,4,1,2,0,no,no,no,yes,yes,yes,no,3,2,4,2,4,8.5,9,9.5
18,M,R,2,1,2,1,0,no,no,no,yes,yes,yes,yes,4,4,3,5,0,3.5,3.5,0
17,M,U,2,3,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,3,4,7,7.5,8
19,M,R,1,1,2,1,1,no,no,no,no,yes,no,no,4,3,2,5,0,2.5,4,0
18,M,R,4,2,2,1,1,no,no,yes,no,yes,no,no,5,4,3,3,0,3.5,3.5,0
18,F,R,2,2,2,3,0,no,no,no,no,yes,no,no,5,3,3,4,0,7,8.5,7.5
17,F,U,4,3,2,2,0,no,no,no,no,yes,yes,no,5,5,4,1,0,3,4.5,5.5
18,F,R,4,4,3,1,0,no,yes,no,yes,yes,yes,yes,4,4,3,5,4,3.5,4.5,5
19,F,R,2,3,1,3,1,no,no,no,yes,yes,yes,no,5,4,2,5,4,5,5.5,5
18,F,U,3,1,1,2,0,no,yes,no,no,yes,yes,no,4,3,4,1,4,7.5,7.5,8
18,F,U,1,1,2,2,0,no,no,no,yes,yes,no,no,1,1,1,5,6,5.5,6,4.5
17,M,U,3,1,2,1,0,no,no,no,no,yes,yes,no,2,4,5,2,6,5,5,5
18,M,R,3,2,3,1,0,no,no,no,no,yes,yes,no,4,4,1,5,4,5,5.5,5.5
